0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
361,12.857645184135976,0,0.012090074,6,38.2848,5,1985,1,2,3,484.7024,151,13.35,1,0.14997485800000002,13,179.766,3,2009,1,2,2,5932.278,5932.277999999984
1199,12.857645184135976,1,0.15028599,5,51.0692,4,1985,2,0,0,147.8076,131,8.01,0,0.117580062,7,36.6532,0,1998,1,2,0,71.9064,71.90639999998074
1202,12.857645184135976,0,0.026015518999999997,13,255.8356,5,1985,1,2,3,2543.356,663,12.6,1,0.063054947,5,102.399,2,2007,1,1,1,2270.3779999999997,2270.3779999999824
266,17.7,0,0.195068226,13,185.4266,0,1998,1,2,0,184.4266,1319,12.857645184135976,0,0.090778148,9,153.1024,4,1985,2,0,0,303.6048,303.60479999998296
441,19.35,0,0.033082215,10,172.5738,6,2004,2,1,1,4865.6664,365,7.55,0,0.027164679,3,152.334,6,2004,2,1,1,2603.278,2603.277999999981
1218,13.65,1,0.078946455,4,186.024,7,2002,1,1,1,1118.5439999999999,848,12.5,0,0.020697723,1,198.8742,8,1997,2,0,1,5773.1518,5773.151799999983
72,17.6,0,0.041700756,14,164.8526,7,2002,1,1,1,2302.3364,654,16.5,0,0.07376631,3,208.5638,1,1987,0,2,1,2691.8294,2691.8293999999837
1343,8.645,0,0.14342264300000002,8,95.84100000000001,8,1997,2,0,1,2027.361,42,9.0,0,0.038925251,14,34.919000000000004,8,1997,2,0,1,476.04699999999997,476.04699999998195
541,15.6,1,0.10529607199999999,13,170.1764,8,1997,2,0,1,3435.528,1343,8.645,0,0.143303291,8,96.34100000000001,1,1987,0,2,1,193.082,193.08199999998138
586,15.85,1,0.121531501,0,59.222,1,1987,0,2,1,599.22,681,7.21,1,0.144511119,13,100.5332,1,1987,0,2,1,2460.7968,2460.7967999999814
453,18.25,0,0.0,15,164.7526,7,2002,1,1,1,4604.6728,1458,7.725,0,0.048661040999999995,9,123.7414,0,1998,1,2,0,121.8414,121.84139999998095
394,7.855,0,0.011324862,3,189.6188,2,2007,1,1,1,2285.0256,1189,7.47,1,0.0,5,214.3218,6,2004,2,1,1,4274.436,4274.4359999999815
1552,7.825,0,0.186357148,9,254.3698,9,1999,1,0,1,5580.7356,643,12.5,0,0.051970788,6,103.699,0,1998,1,2,0,412.796,412.795999999982
254,8.39,1,0.024205661,5,114.0176,8,1997,2,0,1,2290.3520000000003,1210,16.75,0,0.0,6,255.3988,8,1997,2,0,1,4625.9784,4625.978399999984
781,12.85,0,0.033230816,13,172.3422,9,1999,1,0,1,1207.0954,1321,8.51,0,0.051936086,9,142.947,6,2004,2,1,1,3006.087,3006.086999999982
682,12.857645184135976,0,0.113720344,0,89.9804,4,1985,2,0,0,643.1628,1118,16.0,0,0.05706009,4,225.0404,8,1997,2,0,1,4950.8888,4950.888799999984
582,19.0,0,0.11255650699999999,5,104.9622,2,2007,1,1,1,1587.933,653,8.895,0,0.072693696,2,175.937,3,2009,1,2,2,529.311,529.3109999999821
1037,5.905,0,0.0,3,222.5456,7,2002,1,1,1,5305.0944,691,21.1,1,0.020718655,2,130.4994,8,1997,2,0,1,2184.4898,2184.489799999985
316,7.76,0,0.05935224099999999,13,101.87,8,1997,2,0,1,1697.79,947,12.857645184135976,0,0.061753511,3,253.3014,4,1985,2,0,0,510.0028,510.00279999998327
656,11.8,1,0.014087057,5,180.3344,8,1997,2,0,1,1427.4752,1406,8.39,0,0.12049726599999999,9,162.2868,8,1997,2,0,1,2620.5888,2620.5887999999823
1053,16.75,0,0.045230944,13,187.9556,3,2009,1,2,2,4693.89,731,20.0,0,0.034340926,0,45.4086,1,1987,0,2,1,981.3892,981.3891999999837
1379,12.857645184135976,0,0.293417759,9,194.6136,4,1985,2,0,0,583.2408,479,14.0,1,0.136328794,5,54.864,3,2009,1,2,2,319.584,319.5839999999829
829,12.857645184135976,1,0.031382044,0,171.3764,5,1985,1,2,3,3091.9752,1395,20.5,0,0.02312394,11,154.634,1,1987,0,2,1,2297.01,2297.0099999999848
404,15.5,1,0.12639886,6,177.0028,2,2007,1,1,1,2479.4392,84,13.8,0,0.09745748300000001,4,55.393,3,2009,1,2,2,1018.674,1018.6739999999829
1258,6.055,0,0.025403897999999998,6,160.99200000000002,6,2004,2,1,1,2716.4640000000004,1289,8.02,0,0.019866705,9,154.5972,6,2004,2,1,1,1402.1748,1402.174799999982
811,12.857645184135976,1,0.039057677,2,155.963,5,1985,1,2,3,3285.723,925,5.94,1,0.029372367000000003,1,186.7556,8,1997,2,0,1,3942.8676,3942.867599999982
674,6.305,1,0.123115764,13,95.6436,8,1997,2,0,1,661.8052,209,7.575,0,0.055476238,4,196.8768,9,1999,1,0,1,1182.4608,1182.4607999999823
670,20.85,0,0.039624006,10,117.2808,9,1999,1,0,1,1523.3504,112,8.895,0,0.075757177,7,233.8616,3,2009,1,2,2,937.4464,937.4463999999824
1082,20.75,0,0.040421193,6,122.17299999999999,0,1998,1,2,0,369.519,425,10.0,0,0.045818773,5,138.718,1,1987,0,2,1,1398.18,1398.179999999982
57,8.895,0,0.10527411099999999,4,39.9138,9,1999,1,0,1,690.4346,227,13.0,0,0.154244343,3,77.9986,3,2009,1,2,2,1168.479,1168.478999999983
82,19.6,0,0.033970195,14,55.1614,7,2002,1,1,1,1381.535,202,8.21,0,0.044925784,4,86.0198,8,1997,2,0,1,1569.9564,1569.9563999999818
178,19.7,0,0.053212652,6,57.893,6,2004,2,1,1,622.523,156,12.857645184135976,0,0.015944801,4,249.5092,5,1985,1,2,3,6474.2392,6474.239199999984
1468,9.8,0,0.024378706,8,114.5492,6,2004,2,1,1,1274.3412,911,12.857645184135976,0,0.142107998,6,150.3734,4,1985,2,0,0,296.9468,296.94679999998294
970,12.857645184135976,0,0.009714595,5,120.0414,4,1985,2,0,0,487.3656,1033,12.857645184135976,0,0.170254469,13,124.8704,5,1985,1,2,3,2127.8968,2127.896799999983
382,12.15,0,0.131383762,5,246.046,9,1999,1,0,1,1231.73,358,17.5,0,0.013664703,5,257.7304,7,2002,1,1,1,5683.2688,5683.2687999999835
231,8.75,1,0.07461309,6,187.4556,6,2004,2,1,1,3755.112,41,4.61,0,0.122629121,7,175.4396,6,2004,2,1,1,2616.594,2616.593999999981
1442,12.857645184135976,0,0.028459761,9,149.9708,5,1985,1,2,3,4363.6532,1383,7.39,0,0.120961347,11,143.847,2,2007,1,1,1,4866.998,4866.997999999981
231,8.75,1,0.07462720099999999,6,187.8556,8,1997,2,0,1,1314.2892,1334,13.15,0,0.155105614,9,157.2604,0,1998,1,2,0,316.9208,316.92079999998236
940,13.3,0,0.063695084,5,151.0708,7,2002,1,1,1,1805.6496,509,18.0,0,0.12495901300000001,5,116.5124,3,2009,1,2,2,355.5372,355.53719999998407
284,12.857645184135976,1,0.045797829000000005,13,178.5344,5,1985,1,2,3,2854.9504,965,13.65,0,0.015976248999999998,1,230.2668,3,2009,1,2,2,2994.7684,2994.768399999983
1113,8.31,1,0.11585722300000001,13,179.1028,9,1999,1,0,1,3896.2616,954,11.35,0,0.03093263,13,51.5008,3,2009,1,2,2,607.2096,607.2095999999823
7,16.75,1,0.024832806000000002,14,38.7822,1,1987,0,2,1,667.7974,869,12.857645184135976,1,0.25539489600000004,4,196.8794,4,1985,2,0,0,780.3176,780.317599999983
737,19.75,0,0.034027909,13,212.0902,3,2009,1,2,2,3185.853,1290,15.0,0,0.04499948,8,140.4838,7,2002,1,1,1,1685.8056,1685.8055999999835
438,17.1,1,0.046769599999999995,3,141.1838,1,1987,0,2,1,2247.7408,1141,12.857645184135976,1,0.014753811,6,231.7958,5,1985,1,2,3,5375.0034,5375.003399999983
181,10.5,1,0.11657670199999999,0,163.121,1,1987,0,2,1,1794.3310000000001,79,8.26,0,0.034544435,7,116.0834,3,2009,1,2,2,1267.0174,1267.0173999999818
400,6.635,1,0.0,0,121.3098,7,2002,1,1,1,2530.7058,698,15.75,0,0.055241242,0,196.5452,2,2007,1,1,1,3131.9232,3131.9231999999843
36,12.857645184135976,0,0.278974075,14,225.372,4,1985,2,0,0,679.1160000000001,522,17.7,1,0.12237250400000001,10,101.5674,3,2009,1,2,2,1629.8784,1629.8783999999841
111,14.15,0,0.035913805,14,41.4138,1,1987,0,2,1,812.2760000000001,627,12.857645184135976,1,0.057143515,10,151.8366,5,1985,1,2,3,6196.6006,6196.600599999983
279,13.3,0,0.079806266,4,232.53,8,1997,2,0,1,699.09,723,15.0,1,0.02681843,0,219.7456,1,1987,0,2,1,3094.6384,3094.6383999999834
910,8.89,0,0.005505481,5,102.4016,2,2007,1,1,1,2732.4432,735,18.2,0,0.090084098,6,197.21099999999998,7,2002,1,1,1,3142.5759999999996,3142.5759999999837
1099,12.857645184135976,1,0.064625342,10,176.937,4,1985,2,0,0,176.437,1367,9.6,0,0.006692529,9,164.9184,1,1987,0,2,1,2972.1312,2972.1311999999816
1144,12.857645184135976,0,0.071636937,13,121.7098,5,1985,1,2,3,4097.3332,1107,12.857645184135976,0,0.14453827,3,180.6002,4,1985,2,0,0,895.5010000000001,895.5009999999832
1025,9.1,1,0.0,1,173.2054,7,2002,1,1,1,3151.8972,247,12.15,0,0.015457803,5,209.9928,6,2004,2,1,1,5259.82,5259.819999999983
288,7.5,0,0.032677677999999995,5,239.0906,9,1999,1,0,1,5942.265,867,14.3,0,0.13115279900000001,0,78.6328,2,2007,1,1,1,231.6984,231.6983999999831
1228,16.85,1,0.160760054,5,192.4478,2,2007,1,1,1,4843.695,11,17.85,0,0.02492239,14,153.4998,3,2009,1,2,2,2922.1962,2922.196199999984
1251,7.485,0,0.06911065,13,109.0228,6,2004,2,1,1,2542.0244,372,6.825,1,0.046898544,3,153.7998,2,2007,1,1,1,922.7988,922.7987999999817
0,11.6,0,0.041177505,14,140.3154,2,2007,1,1,1,2552.6772,213,17.75,0,0.014602836999999999,6,158.6262,9,1999,1,0,1,3819.0288,3819.028799999984
1213,11.65,0,0.040081193,13,227.0694,3,2009,1,2,2,1141.847,613,6.635,1,0.046277955999999995,5,36.7506,3,2009,1,2,2,75.9012,75.90119999998112
1317,13.0,0,0.035307322,9,47.5034,2,2007,1,1,1,680.4476,573,19.85,0,0.005234153,4,264.0884,6,2004,2,1,1,5829.7448,5829.744799999986
91,12.65,0,0.063017847,14,159.0578,7,2002,1,1,1,2085.9514,1532,14.15,0,0.014719325,9,196.91099999999997,0,1998,1,2,0,392.82199999999995,392.82199999998267
200,20.25,1,0.171938781,3,92.512,0,1998,1,2,0,186.424,1363,12.857645184135976,0,0.135612397,8,61.1536,4,1985,2,0,0,61.2536,61.25359999998258
528,8.6,1,0.040197932,3,190.153,6,2004,2,1,1,3036.048,557,5.46,1,0.032242661,3,187.62400000000002,7,2002,1,1,1,3542.0559999999996,3542.0559999999805
1075,12.6,0,0.049058014000000004,1,62.7194,2,2007,1,1,1,866.8716,782,5.695,1,0.067688124,1,258.8988,6,2004,2,1,1,5396.9748,5396.974799999982
605,17.7,0,0.01161096,5,95.041,6,2004,2,1,1,868.8689999999999,764,15.7,1,0.030686952000000003,13,253.4724,7,2002,1,1,1,1510.0344,1510.034399999984
86,14.15,0,0.183507295,14,82.4276,8,1997,2,0,1,1137.1864,722,9.6,1,0.0,13,191.0872,2,2007,1,1,1,4349.0056,4349.005599999982
1048,19.25,0,0.102349519,4,52.7956,2,2007,1,1,1,928.1252,926,6.215,1,0.083056555,0,224.4062,0,1998,1,2,0,225.7062,225.70619999998098
55,8.88,0,0.08670898699999999,7,151.7682,1,1987,0,2,1,762.341,71,16.2,0,0.033568871,14,74.9696,2,2007,1,1,1,2162.5184,2162.5183999999836
1444,20.5,0,0.032835147,9,40.2822,7,2002,1,1,1,707.0796,1424,9.06,0,0.009776268000000001,11,213.75599999999997,8,1997,2,0,1,1065.28,1065.2799999999825
1186,12.857645184135976,0,0.033809913,3,180.5976,5,1985,1,2,3,7968.2944,716,12.857645184135976,0,0.021273161000000002,2,229.1326,5,1985,1,2,3,7393.0432,7393.043199999984
1340,13.5,0,0.07266912,9,160.292,8,1997,2,0,1,1438.128,1392,7.93,0,0.07107667200000001,8,44.9086,1,1987,0,2,1,802.9548,802.954799999981
1476,12.857645184135976,0,0.144338493,8,224.4404,5,1985,1,2,3,6976.2524,811,20.2,1,0.039215075,2,157.66299999999998,1,1987,0,2,1,2190.482,2190.4819999999845
910,8.89,0,0.009163216,5,101.7016,0,1998,1,2,0,101.2016,1429,11.15,0,0.032387589,8,164.3526,3,2009,1,2,2,2960.1468,2960.1467999999822
394,7.855,0,0.011307038,3,188.5188,3,2009,1,2,2,952.0939999999999,1496,12.857645184135976,0,0.024766802,9,151.0392,5,1985,1,2,3,3281.0624,3281.062399999983
1428,7.235,0,0.076855628,9,116.0492,8,1997,2,0,1,1969.4364,949,6.26,1,0.009923732,10,152.8366,2,2007,1,1,1,3778.415,3778.414999999982
453,12.857645184135976,0,0.059956876,15,165.4526,5,1985,1,2,3,5262.4832,1481,12.65,0,0.042296724,9,106.3938,7,2002,1,1,1,3751.783,3751.782999999982
228,6.92,0,0.038532062,4,60.5852,7,2002,1,1,1,1314.2892,1436,12.8,0,0.152377658,11,108.1938,0,1998,1,2,0,428.7752,428.77519999998214
1152,9.3,0,0.043209581,6,90.8172,2,2007,1,1,1,535.3032,611,12.15,1,0.042277867000000004,3,126.5046,1,1987,0,2,1,373.5138,373.5137999999823
1407,18.5,0,0.056816465,11,132.1284,0,1998,1,2,0,263.6568,819,12.857645184135976,1,0.191500528,0,121.2098,4,1985,2,0,0,120.5098,120.5097999999828
1289,8.02,0,0.019866705,9,154.5972,6,2004,2,1,1,1402.1748,1094,9.6,0,0.035651291,13,244.917,7,2002,1,1,1,2916.204,2916.2039999999824
1538,9.195,0,0.048331717,9,105.1622,2,2007,1,1,1,1693.7952,371,12.857645184135976,1,0.02524761,0,81.9934,5,1985,1,2,3,3439.5228,3439.522799999983
1436,12.8,0,0.091221855,11,105.5938,7,2002,1,1,1,2143.876,1262,6.63,1,0.104445322,0,167.25,3,2009,1,2,2,1830.95,1830.9499999999816
1288,16.6,0,0.027622076000000002,9,177.6344,9,1999,1,0,1,2676.5159999999996,503,7.325,0,0.09330766800000001,6,92.7146,1,1987,0,2,1,2006.7212,2006.721199999981
479,14.0,1,0.0,5,53.06399999999999,6,2004,2,1,1,905.488,961,13.6,1,0.043655155,6,156.7946,8,1997,2,0,1,3629.2758,3629.275799999983
743,18.6,0,0.039355947,5,246.3802,9,1999,1,0,1,7370.406,805,12.857645184135976,1,0.063079544,5,175.7712,4,1985,2,0,0,351.5424,351.54239999998305
198,16.0,0,0.060836524,15,226.8404,6,2004,2,1,1,6301.1312,1079,15.35,1,0.055067732,10,146.5734,1,1987,0,2,1,2375.5744,2375.574399999983
1274,17.6,0,0.082316506,8,160.692,6,2004,2,1,1,1597.92,1204,8.6,1,0.0,1,131.531,9,1999,1,0,1,2466.7889999999998,2466.788999999982
179,21.25,0,0.155350299,13,178.237,6,2004,2,1,1,529.311,1167,11.8,1,0.170141787,3,116.7834,1,1987,0,2,1,2303.6679999999997,2303.667999999982
1428,7.235,0,0.076841095,9,117.5492,6,2004,2,1,1,1969.4364,789,12.857645184135976,0,0.029640603999999997,6,40.8138,5,1985,1,2,3,1543.3244,1543.3243999999827
94,14.6,0,0.151419185,14,50.3692,2,2007,1,1,1,1034.6532,64,17.5,0,0.098457814,14,171.7738,2,2007,1,1,1,2432.8332,2432.833199999984
843,13.85,1,0.026001976,5,161.52100000000002,3,2009,1,2,2,1794.3310000000001,1147,16.2,0,0.063385859,3,98.17,2,2007,1,1,1,2696.49,2696.4899999999834
470,13.65,1,0.073209447,5,197.6426,3,2009,1,2,2,2768.3964,979,13.65,1,0.026602089,10,35.1532,8,1997,2,0,1,790.9704,790.9703999999831
104,12.857645184135976,0,0.041683481,14,31.29,5,1985,1,2,3,898.83,148,11.3,1,0.067001825,5,259.1962,3,2009,1,2,2,5438.9202,5438.920199999982
1132,7.365,0,0.042560252,6,226.172,8,1997,2,0,1,3169.208,32,11.85,0,0.132645493,4,96.9726,6,2004,2,1,1,1174.4712,1174.4711999999827
1344,18.35,0,0.014081156000000001,9,223.5746,3,2009,1,2,2,3589.9936,1086,6.8,0,0.037573095,0,50.2034,7,2002,1,1,1,1166.4816,1166.481599999981
216,5.465,1,0.0,0,132.5626,3,2009,1,2,2,262.3252,1215,10.5,1,0.044139551,0,143.9128,0,1998,1,2,0,143.8128,143.81279999998165
661,18.6,0,0.152918384,2,99.8358,2,2007,1,1,1,1910.1802,1473,17.85,0,0.018125948,8,94.9094,2,2007,1,1,1,761.6752,761.675199999984
20,13.85,0,0.030969273999999998,14,140.9154,2,2007,1,1,1,1701.7848,574,12.857645184135976,0,0.0,5,225.3062,5,1985,1,2,3,4288.4178,4288.417799999983
797,14.0,1,0.06037677599999999,5,154.5656,1,1987,0,2,1,2471.4496,415,12.857645184135976,1,0.007006883,15,173.5738,5,1985,1,2,3,1216.4166,1216.4165999999834
